Unnamed: 0,INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
160559,FUTSTK,GAIL,31-Oct-2019,0.0,XX,0.0,0.0,0.0,137.2,130.75,0.0,0.0,0.0,0.0,01-AUG-2019
160560,FUTSTK,GLENMARK,29-Aug-2019,0.0,XX,425.0,433.95,418.4,423.65,423.65,1688.0,7188.66,4847000.0,-323000.0,01-AUG-2019
160561,FUTSTK,GLENMARK,26-Sep-2019,0.0,XX,428.85,435.3,419.95,420.65,427.5,32.0,137.44,248000.0,7000.0,01-AUG-2019
160562,FUTSTK,GLENMARK,31-Oct-2019,0.0,XX,428.6,428.6,421.1,421.1,430.2,2.0,8.49,5000.0,2000.0,01-AUG-2019
160563,FUTSTK,GMRINFRA,29-Aug-2019,0.0,XX,14.9,15.15,14.65,14.8,14.8,579.0,3877.4,146610000.0,-3285000.0,01-AUG-2019
160564,FUTSTK,GMRINFRA,26-Sep-2019,0.0,XX,15.1,15.25,14.8,14.9,14.9,9.0,60.75,1530000.0,45000.0,01-AUG-2019
160565,FUTSTK,GMRINFRA,31-Oct-2019,0.0,XX,14.9,14.9,14.9,14.9,15.25,1.0,6.7,45000.0,0.0,01-AUG-2019
160566,FUTSTK,GODREJCP,29-Aug-2019,0.0,XX,599.95,621.45,596.1,605.0,605.0,5637.0,27413.28,6214400.0,378400.0,01-AUG-2019
160567,FUTSTK,GODREJCP,26-Sep-2019,0.0,XX,603.25,621.55,601.35,606.75,606.75,53.0,259.09,28000.0,5600.0,01-AUG-2019
160568,FUTSTK,GODREJCP,31-Oct-2019,0.0,XX,621.4,621.4,621.4,621.4,613.5,1.0,4.97,800.0,800.0,01-AUG-2019
160569,FUTSTK,GRASIM,29-Aug-2019,0.0,XX,772.65,778.95,759.95,771.1,771.1,2833.0,16377.07,11961000.0,-62250.0,01-AUG-2019
160570,FUTSTK,GRASIM,26-Sep-2019,0.0,XX,776.5,780.2,764.0,776.0,776.0,31.0,180.19,2238750.0,9000.0,01-AUG-2019
160571,FUTSTK,GRASIM,31-Oct-2019,0.0,XX,0.0,0.0,0.0,786.4,787.35,0.0,0.0,3750.0,0.0,01-AUG-2019
160572,FUTSTK,HAVELLS,29-Aug-2019,0.0,XX,640.6,654.4,638.55,647.55,647.55,3012.0,19479.3,7001000.0,-206000.0,01-AUG-2019
160573,FUTSTK,HAVELLS,26-Sep-2019,0.0,XX,648.45,653.35,641.9,649.55,649.55,25.0,161.94,48000.0,8000.0,01-AUG-2019
160574,FUTSTK,HAVELLS,31-Oct-2019,0.0,XX,652.95,652.95,652.6,652.6,658.45,2.0,13.05,4000.0,0.0,01-AUG-2019
160575,FUTSTK,HCLTECH,29-Aug-2019,0.0,XX,1037.15,1040.8,1014.6,1020.95,1020.95,2662.0,19119.92,8537900.0,-233100.0,01-AUG-2019
160576,FUTSTK,HCLTECH,26-Sep-2019,0.0,XX,1032.0,1041.25,1023.6,1027.5,1027.5,34.0,245.65,28700.0,1400.0,01-AUG-2019
160577,FUTSTK,HCLTECH,31-Oct-2019,0.0,XX,0.0,0.0,0.0,1029.55,1038.4,0.0,0.0,0.0,0.0,01-AUG-2019
160578,FUTSTK,HDFC,29-Aug-2019,0.0,XX,2123.4,2123.6,2075.2,2098.1,2098.1,9779.0,102401.13,28382500.0,181000.0,01-AUG-2019
160579,FUTSTK,HDFC,26-Sep-2019,0.0,XX,2156.3,2156.3,2089.05,2109.0,2109.0,533.0,5608.14,344000.0,113500.0,01-AUG-2019
160580,FUTSTK,HDFC,31-Oct-2019,0.0,XX,2100.5,2121.0,2100.5,2113.65,2121.25,4.0,42.18,1500.0,1000.0,01-AUG-2019
160581,FUTSTK,HDFCBANK,29-Aug-2019,0.0,XX,2244.8,2249.0,2210.3,2233.95,2233.95,22417.0,125080.62,17344000.0,1238250.0,01-AUG-2019
160582,FUTSTK,HDFCBANK,26-Sep-2019,0.0,XX,2260.0,2260.0,2220.0,2241.15,2241.15,494.0,2765.23,186500.0,40000.0,01-AUG-2019
160583,FUTSTK,HDFCBANK,31-Oct-2019,0.0,XX,2256.0,2257.9,2240.0,2257.9,2257.9,4.0,22.5,1750.0,500.0,01-AUG-2019
160584,FUTSTK,HEROMOTOCO,29-Aug-2019,0.0,XX,2340.0,2393.85,2313.25,2382.25,2382.25,5966.0,28115.09,2526600.0,60400.0,01-AUG-2019
160585,FUTSTK,HEROMOTOCO,26-Sep-2019,0.0,XX,2338.55,2400.0,2337.7,2399.7,2399.7,63.0,298.12,21400.0,2000.0,01-AUG-2019
160586,FUTSTK,HEROMOTOCO,31-Oct-2019,0.0,XX,2369.8,2404.0,2369.8,2404.0,2404.0,2.0,9.54,1600.0,-200.0,01-AUG-2019
160587,FUTSTK,HEXAWARE,29-Aug-2019,0.0,XX,359.0,362.85,349.6,352.9,352.9,733.0,3902.77,2445000.0,28500.0,01-AUG-2019
160588,FUTSTK,HEXAWARE,26-Sep-2019,0.0,XX,364.2,364.2,349.95,350.65,350.65,8.0,42.62,9000.0,9000.0,01-AUG-2019
160589,FUTSTK,HEXAWARE,31-Oct-2019,0.0,XX,0.0,0.0,0.0,367.95,360.75,0.0,0.0,0.0,0.0,01-AUG-2019
160590,FUTSTK,HINDALCO,29-Aug-2019,0.0,XX,189.0,189.0,179.4,182.5,182.5,6804.0,43552.84,35070000.0,745500.0,01-AUG-2019
160591,FUTSTK,HINDALCO,26-Sep-2019,0.0,XX,189.5,189.5,180.55,183.5,183.5,111.0,713.73,227500.0,28000.0,01-AUG-2019
160592,FUTSTK,HINDALCO,31-Oct-2019,0.0,XX,184.25,184.25,182.25,183.2,185.8,3.0,19.23,10500.0,10500.0,01-AUG-2019
160593,FUTSTK,HINDPETRO,29-Aug-2019,0.0,XX,264.5,266.85,258.8,264.05,264.05,2307.0,12741.3,16984800.0,-94500.0,01-AUG-2019
160594,FUTSTK,HINDPETRO,26-Sep-2019,0.0,XX,266.0,267.45,261.9,265.8,265.8,19.0,105.68,218400.0,4200.0,01-AUG-2019
160595,FUTSTK,HINDPETRO,31-Oct-2019,0.0,XX,0.0,0.0,0.0,271.6,267.75,0.0,0.0,0.0,0.0,01-AUG-2019
160596,FUTSTK,HINDUNILVR,29-Aug-2019,0.0,XX,1727.75,1748.8,1715.55,1736.7,1736.7,4971.0,25856.72,11105100.0,79200.0,01-AUG-2019
160597,FUTSTK,HINDUNILVR,26-Sep-2019,0.0,XX,1735.5,1750.0,1725.0,1742.95,1742.95,48.0,250.25,29700.0,1800.0,01-AUG-2019
160598,FUTSTK,HINDUNILVR,31-Oct-2019,0.0,XX,1748.0,1748.0,1748.0,1748.0,1759.85,1.0,5.24,1500.0,-300.0,01-AUG-2019
160599,FUTSTK,HINDZINC,29-Aug-2019,0.0,XX,213.9,216.45,210.15,212.1,212.1,491.0,3340.97,6563200.0,-160000.0,01-AUG-2019
160600,FUTSTK,HINDZINC,26-Sep-2019,0.0,XX,216.0,216.0,213.8,213.8,213.65,4.0,27.44,112000.0,0.0,01-AUG-2019
160601,FUTSTK,IBULHSGFIN,29-Aug-2019,0.0,XX,522.1,537.0,503.25,514.0,514.0,20462.0,84750.65,16201600.0,139200.0,01-AUG-2019
160602,FUTSTK,IBULHSGFIN,26-Sep-2019,0.0,XX,524.35,534.95,505.0,513.65,513.65,397.0,1640.04,600800.0,-17600.0,01-AUG-2019
160603,FUTSTK,IBULHSGFIN,31-Oct-2019,0.0,XX,527.0,527.0,505.0,505.85,530.6,16.0,66.07,38400.0,4000.0,01-AUG-2019
160604,FUTSTK,ICICIBANK,29-Aug-2019,0.0,XX,426.35,428.0,412.1,419.1,419.1,27059.0,156445.28,79135375.0,-544500.0,01-AUG-2019
160605,FUTSTK,ICICIBANK,26-Sep-2019,0.0,XX,428.1,429.45,413.9,420.85,420.85,422.0,2447.98,671000.0,13750.0,01-AUG-2019
160606,FUTSTK,ICICIBANK,31-Oct-2019,0.0,XX,430.6,430.7,417.0,423.65,423.65,11.0,64.12,38500.0,-5500.0,01-AUG-2019
160607,FUTSTK,ICICIPRULI,29-Aug-2019,0.0,XX,395.65,406.3,379.85,386.2,386.2,4389.0,25926.73,5517000.0,499500.0,01-AUG-2019
160608,FUTSTK,ICICIPRULI,26-Sep-2019,0.0,XX,395.85,403.35,377.7,384.05,384.05,76.0,443.07,114000.0,22500.0,01-AUG-2019
160609,FUTSTK,ICICIPRULI,31-Oct-2019,0.0,XX,0.0,0.0,0.0,394.4,396.75,0.0,0.0,4500.0,0.0,01-AUG-2019
160610,FUTSTK,IDBI,29-Aug-2019,0.0,XX,27.4,28.4,26.55,27.95,27.95,608.0,2003.53,21612000.0,-912000.0,01-AUG-2019
160611,FUTSTK,IDBI,26-Sep-2019,0.0,XX,27.25,27.25,26.8,27.25,27.25,21.0,68.27,1692000.0,96000.0,01-AUG-2019
160612,FUTSTK,IDEA,29-Aug-2019,0.0,XX,6.95,6.95,6.45,6.65,6.65,3333.0,6229.74,419328000.0,784000.0,01-AUG-2019
160613,FUTSTK,IDEA,26-Sep-2019,0.0,XX,6.8,6.95,6.5,6.65,6.65,42.0,79.24,10528000.0,532000.0,01-AUG-2019
160614,FUTSTK,IDEA,31-Oct-2019,0.0,XX,6.9,6.9,6.65,6.65,6.8,3.0,5.72,1036000.0,-28000.0,01-AUG-2019
160615,FUTSTK,IDFCFIRSTB,29-Aug-2019,0.0,XX,41.75,42.1,40.2,41.2,41.2,2745.0,13551.58,129012000.0,1404000.0,01-AUG-2019
160616,FUTSTK,IDFCFIRSTB,26-Sep-2019,0.0,XX,41.15,41.9,40.1,41.1,41.1,497.0,2440.29,14376000.0,1968000.0,01-AUG-2019
160617,FUTSTK,IDFCFIRSTB,31-Oct-2019,0.0,XX,41.35,41.9,40.4,41.4,41.4,35.0,173.09,972000.0,216000.0,01-AUG-2019
160618,FUTSTK,IGL,29-Aug-2019,0.0,XX,300.8,304.4,296.3,301.7,301.7,1222.0,10136.09,3833500.0,0.0,01-AUG-2019
160619,FUTSTK,IGL,26-Sep-2019,0.0,XX,299.2,300.5,295.1,298.35,298.35,15.0,123.12,173250.0,13750.0,01-AUG-2019
160620,FUTSTK,IGL,31-Oct-2019,0.0,XX,0.0,0.0,0.0,320.55,309.2,0.0,0.0,0.0,0.0,01-AUG-2019
160621,FUTSTK,INDIGO,29-Aug-2019,0.0,XX,1550.0,1577.15,1540.0,1555.25,1555.25,3391.0,31746.27,2566200.0,-9000.0,01-AUG-2019
160622,FUTSTK,INDIGO,26-Sep-2019,0.0,XX,1560.0,1575.0,1545.0,1557.65,1557.65,63.0,590.47,70800.0,1200.0,01-AUG-2019
160623,FUTSTK,INDIGO,31-Oct-2019,0.0,XX,0.0,0.0,0.0,1563.7,1577.2,0.0,0.0,600.0,0.0,01-AUG-2019
160624,FUTSTK,INDUSINDBK,29-Aug-2019,0.0,XX,1396.45,1432.9,1363.0,1398.4,1398.4,27465.0,154081.97,10152400.0,34800.0,01-AUG-2019
160625,FUTSTK,INDUSINDBK,26-Sep-2019,0.0,XX,1396.05,1439.45,1370.0,1404.55,1404.55,479.0,2699.56,96000.0,12800.0,01-AUG-2019
160626,FUTSTK,INDUSINDBK,31-Oct-2019,0.0,XX,0.0,0.0,0.0,1419.0,1421.8,0.0,0.0,400.0,0.0,01-AUG-2019
160627,FUTSTK,INFRATEL,29-Aug-2019,0.0,XX,246.0,254.25,244.55,251.5,251.5,2069.0,10403.6,7222000.0,-200000.0,01-AUG-2019
160628,FUTSTK,INFRATEL,26-Sep-2019,0.0,XX,249.45,255.0,249.45,252.55,253.5,25.0,126.21,72000.0,24000.0,01-AUG-2019
160629,FUTSTK,INFRATEL,31-Oct-2019,0.0,XX,0.0,0.0,0.0,266.65,255.1,0.0,0.0,0.0,0.0,01-AUG-2019
160630,FUTSTK,INFY,29-Aug-2019,0.0,XX,788.8,791.2,768.25,773.45,773.45,11726.0,109523.68,59862000.0,-1106400.0,01-AUG-2019
160631,FUTSTK,INFY,26-Sep-2019,0.0,XX,791.0,793.0,772.0,777.0,777.0,369.0,3454.3,417600.0,8400.0,01-AUG-2019
160632,FUTSTK,INFY,31-Oct-2019,0.0,XX,773.05,775.95,766.05,770.65,770.65,8.0,73.99,44400.0,4800.0,01-AUG-2019
160633,FUTSTK,IOC,29-Aug-2019,0.0,XX,137.15,141.25,134.35,136.45,136.45,3944.0,18968.82,58919000.0,-584500.0,01-AUG-2019
160634,FUTSTK,IOC,26-Sep-2019,0.0,XX,139.9,141.3,135.65,136.3,136.3,66.0,319.08,805000.0,10500.0,01-AUG-2019
160635,FUTSTK,IOC,31-Oct-2019,0.0,XX,139.35,139.35,138.0,135.5,135.5,5.0,24.06,35000.0,14000.0,01-AUG-2019
160636,FUTSTK,ITC,29-Aug-2019,0.0,XX,271.25,271.4,267.45,269.0,269.0,3480.0,22492.54,86268000.0,664800.0,01-AUG-2019
160637,FUTSTK,ITC,26-Sep-2019,0.0,XX,271.75,271.75,269.0,270.3,270.3,40.0,259.52,468000.0,31200.0,01-AUG-2019
160638,FUTSTK,ITC,31-Oct-2019,0.0,XX,0.0,0.0,0.0,272.7,272.0,0.0,0.0,0.0,0.0,01-AUG-2019
160639,FUTSTK,JINDALSTEL,29-Aug-2019,0.0,XX,134.4,134.4,126.7,129.45,129.45,8805.0,36625.65,32540800.0,1145600.0,01-AUG-2019
160640,FUTSTK,JINDALSTEL,26-Sep-2019,0.0,XX,133.7,134.2,127.5,130.15,130.15,160.0,667.57,419200.0,28800.0,01-AUG-2019
160641,FUTSTK,JINDALSTEL,31-Oct-2019,0.0,XX,0.0,0.0,0.0,137.55,130.8,0.0,0.0,0.0,0.0,01-AUG-2019
160642,FUTSTK,JSWSTEEL,29-Aug-2019,0.0,XX,236.85,236.85,223.05,226.5,226.5,6936.0,31829.24,51488000.0,736000.0,01-AUG-2019
160643,FUTSTK,JSWSTEEL,26-Sep-2019,0.0,XX,235.2,236.65,225.0,227.75,227.75,160.0,739.1,276000.0,38000.0,01-AUG-2019
160644,FUTSTK,JSWSTEEL,31-Oct-2019,0.0,XX,0.0,0.0,0.0,253.15,229.0,0.0,0.0,0.0,0.0,01-AUG-2019
160645,FUTSTK,JUBLFOOD,29-Aug-2019,0.0,XX,1191.4,1205.8,1162.25,1180.7,1180.7,3526.0,20830.16,2675000.0,-51000.0,01-AUG-2019
160646,FUTSTK,JUBLFOOD,26-Sep-2019,0.0,XX,1184.95,1199.3,1155.0,1174.45,1174.45,85.0,498.89,106000.0,6000.0,01-AUG-2019
160647,FUTSTK,JUBLFOOD,31-Oct-2019,0.0,XX,1167.45,1167.45,1167.45,1167.45,1208.45,1.0,5.83,500.0,-500.0,01-AUG-2019
160648,FUTSTK,JUSTDIAL,29-Aug-2019,0.0,XX,674.5,697.0,664.5,674.4,674.4,2787.0,26441.85,2412200.0,-25200.0,01-AUG-2019
160649,FUTSTK,JUSTDIAL,26-Sep-2019,0.0,XX,673.0,678.2,643.35,645.65,694.85,34.0,313.42,40600.0,1400.0,01-AUG-2019
160650,FUTSTK,JUSTDIAL,31-Oct-2019,0.0,XX,0.0,0.0,0.0,739.45,699.2,0.0,0.0,0.0,0.0,01-AUG-2019
160651,FUTSTK,KAJARIACER,29-Aug-2019,0.0,XX,470.0,472.5,459.0,466.15,466.15,431.0,2603.45,1868100.0,-54600.0,01-AUG-2019
160652,FUTSTK,KAJARIACER,26-Sep-2019,0.0,XX,465.55,465.75,461.5,465.75,470.85,5.0,30.2,15600.0,0.0,01-AUG-2019
160653,FUTSTK,KOTAKBANK,29-Aug-2019,0.0,XX,1511.7,1520.85,1488.15,1501.7,1501.7,11126.0,66950.0,9083600.0,308000.0,01-AUG-2019
160654,FUTSTK,KOTAKBANK,26-Sep-2019,0.0,XX,1517.35,1525.05,1494.85,1507.35,1507.35,216.0,1304.42,177200.0,12000.0,01-AUG-2019
160655,FUTSTK,KOTAKBANK,31-Oct-2019,0.0,XX,1510.45,1510.45,1510.45,1510.45,1510.45,1.0,6.04,1600.0,400.0,01-AUG-2019
160656,FUTSTK,L&TFH,29-Aug-2019,0.0,XX,97.5,100.9,94.2,96.75,96.75,4212.0,18470.3,30865500.0,-301500.0,01-AUG-2019
160657,FUTSTK,L&TFH,26-Sep-2019,0.0,XX,98.55,101.0,94.5,97.0,97.0,122.0,530.76,1791000.0,211500.0,01-AUG-2019
160658,FUTSTK,L&TFH,31-Oct-2019,0.0,XX,100.65,100.65,95.5,95.5,97.8,7.0,30.94,27000.0,18000.0,01-AUG-2019
160659,FUTSTK,LICHSGFIN,29-Aug-2019,0.0,XX,510.25,512.8,496.3,504.0,504.0,2947.0,16291.25,7417300.0,52800.0,01-AUG-2019
160660,FUTSTK,LICHSGFIN,26-Sep-2019,0.0,XX,511.0,512.8,499.2,506.75,506.75,44.0,243.81,73700.0,3300.0,01-AUG-2019
160661,FUTSTK,LICHSGFIN,31-Oct-2019,0.0,XX,0.0,0.0,0.0,534.65,516.8,0.0,0.0,0.0,0.0,01-AUG-2019
160662,FUTSTK,LT,29-Aug-2019,0.0,XX,1383.0,1389.5,1344.0,1365.15,1365.15,9747.0,49924.62,13848750.0,248250.0,01-AUG-2019
160663,FUTSTK,LT,26-Sep-2019,0.0,XX,1393.95,1394.0,1351.25,1372.25,1372.25,230.0,1184.8,184125.0,10875.0,01-AUG-2019
160664,FUTSTK,LT,31-Oct-2019,0.0,XX,1383.5,1383.5,1370.0,1376.8,1376.8,6.0,30.93,1500.0,1500.0,01-AUG-2019
160665,FUTSTK,LUPIN,29-Aug-2019,0.0,XX,768.1,773.95,747.75,759.1,759.1,3194.0,16957.06,8215200.0,-86800.0,01-AUG-2019
160666,FUTSTK,LUPIN,26-Sep-2019,0.0,XX,774.5,776.0,752.0,762.95,762.95,76.0,406.26,107100.0,-700.0,01-AUG-2019
160667,FUTSTK,LUPIN,31-Oct-2019,0.0,XX,0.0,0.0,0.0,787.0,771.6,0.0,0.0,0.0,0.0,01-AUG-2019
160668,FUTSTK,M&M,29-Aug-2019,0.0,XX,547.1,552.95,540.65,549.75,549.75,4279.0,23355.53,23141000.0,178000.0,01-AUG-2019
160669,FUTSTK,M&M,26-Sep-2019,0.0,XX,554.25,554.75,543.85,553.7,553.7,50.0,273.91,136000.0,10000.0,01-AUG-2019
160670,FUTSTK,M&M,31-Oct-2019,0.0,XX,0.0,0.0,0.0,548.85,557.55,0.0,0.0,2000.0,0.0,01-AUG-2019
160671,FUTSTK,M&MFIN,29-Aug-2019,0.0,XX,301.25,306.45,291.95,299.4,299.4,3309.0,12377.91,14507500.0,20000.0,01-AUG-2019
160672,FUTSTK,M&MFIN,26-Sep-2019,0.0,XX,302.05,307.6,294.6,300.1,300.1,23.0,86.03,111250.0,0.0,01-AUG-2019
160673,FUTSTK,M&MFIN,31-Oct-2019,0.0,XX,0.0,0.0,0.0,310.0,303.55,0.0,0.0,0.0,0.0,01-AUG-2019
160674,FUTSTK,MANAPPURAM,29-Aug-2019,0.0,XX,114.05,115.4,111.95,114.9,114.9,1800.0,12278.91,14214000.0,618000.0,01-AUG-2019
160675,FUTSTK,MANAPPURAM,26-Sep-2019,0.0,XX,112.95,115.45,112.5,115.15,115.15,30.0,204.65,252000.0,-12000.0,01-AUG-2019
160676,FUTSTK,MANAPPURAM,31-Oct-2019,0.0,XX,0.0,0.0,0.0,117.25,116.7,0.0,0.0,0.0,0.0,01-AUG-2019
160677,FUTSTK,MARICO,29-Aug-2019,0.0,XX,370.0,372.85,351.5,363.9,363.9,6076.0,57430.97,10062000.0,117000.0,01-AUG-2019
160678,FUTSTK,MARICO,26-Sep-2019,0.0,XX,373.8,373.85,355.45,365.25,365.25,31.0,293.15,70200.0,39000.0,01-AUG-2019
160679,FUTSTK,MARICO,31-Oct-2019,0.0,XX,0.0,0.0,0.0,368.05,368.6,0.0,0.0,0.0,0.0,01-AUG-2019
160680,FUTSTK,MARUTI,29-Aug-2019,0.0,XX,5408.5,5545.75,5380.0,5514.3,5514.3,26606.0,108783.34,3842775.0,69975.0,01-AUG-2019
160681,FUTSTK,MARUTI,26-Sep-2019,0.0,XX,5430.0,5571.1,5420.0,5546.15,5546.15,550.0,2264.75,59100.0,750.0,01-AUG-2019
160682,FUTSTK,MARUTI,31-Oct-2019,0.0,XX,5476.8,5595.05,5447.35,5582.8,5582.8,34.0,140.08,12000.0,300.0,01-AUG-2019
160683,FUTSTK,MCDOWELL-N,29-Aug-2019,0.0,XX,590.0,592.85,570.95,579.05,579.05,1787.0,12977.19,10302500.0,-67500.0,01-AUG-2019
160684,FUTSTK,MCDOWELL-N,26-Sep-2019,0.0,XX,590.0,590.5,574.05,582.65,582.65,31.0,225.48,38750.0,-6250.0,01-AUG-2019
160685,FUTSTK,MCDOWELL-N,31-Oct-2019,0.0,XX,0.0,0.0,0.0,588.0,585.0,0.0,0.0,2500.0,0.0,01-AUG-2019
160686,FUTSTK,MCX,29-Aug-2019,0.0,XX,809.0,820.05,787.55,802.1,802.1,766.0,4283.65,1479800.0,0.0,01-AUG-2019
160687,FUTSTK,MCX,26-Sep-2019,0.0,XX,805.2,810.4,776.05,784.0,784.0,35.0,193.18,37100.0,700.0,01-AUG-2019
160688,FUTSTK,MFSL,29-Aug-2019,0.0,XX,413.1,422.2,402.4,407.85,407.85,860.0,4233.67,2509200.0,-81600.0,01-AUG-2019
160689,FUTSTK,MFSL,26-Sep-2019,0.0,XX,423.1,423.1,403.15,403.15,410.65,8.0,39.4,6000.0,3600.0,01-AUG-2019
160690,FUTSTK,MFSL,31-Oct-2019,0.0,XX,0.0,0.0,0.0,421.65,413.2,0.0,0.0,0.0,0.0,01-AUG-2019
160691,FUTSTK,MGL,29-Aug-2019,0.0,XX,796.3,814.9,775.8,789.85,789.85,1293.0,6185.83,1089600.0,19200.0,01-AUG-2019
160692,FUTSTK,MGL,26-Sep-2019,0.0,XX,804.9,817.2,787.25,787.25,804.65,9.0,43.28,19200.0,3600.0,01-AUG-2019
160693,FUTSTK,MGL,31-Oct-2019,0.0,XX,0.0,0.0,0.0,804.1,809.7,0.0,0.0,1200.0,0.0,01-AUG-2019
160694,FUTSTK,MINDTREE,29-Aug-2019,0.0,XX,719.3,719.3,686.8,692.9,692.9,2010.0,8465.72,1915800.0,41400.0,01-AUG-2019
160695,FUTSTK,MINDTREE,26-Sep-2019,0.0,XX,718.7,718.75,691.0,693.85,693.85,25.0,105.84,50400.0,3000.0,01-AUG-2019
160696,FUTSTK,MINDTREE,31-Oct-2019,0.0,XX,0.0,0.0,0.0,694.85,703.35,0.0,0.0,1200.0,0.0,01-AUG-2019
160697,FUTSTK,MOTHERSUMI,29-Aug-2019,0.0,XX,104.65,105.75,103.1,104.45,104.45,1514.0,5214.3,28805700.0,1092300.0,01-AUG-2019
160698,FUTSTK,MOTHERSUMI,26-Sep-2019,0.0,XX,105.9,105.9,104.0,104.5,104.5,23.0,79.48,386100.0,-3300.0,01-AUG-2019
160699,FUTSTK,MOTHERSUMI,31-Oct-2019,0.0,XX,104.7,105.2,104.7,105.2,105.2,2.0,6.92,16500.0,6600.0,01-AUG-2019
160700,FUTSTK,MRF,29-Aug-2019,0.0,XX,53482.1,54080.7,53300.0,53625.0,53625.0,713.0,3827.3,29740.0,310.0,01-AUG-2019
160701,FUTSTK,MRF,26-Sep-2019,0.0,XX,53679.65,54031.9,53666.0,53696.3,53895.0,4.0,21.5,1490.0,10.0,01-AUG-2019
160702,FUTSTK,MRF,31-Oct-2019,0.0,XX,0.0,0.0,0.0,55087.75,54235.05,0.0,0.0,0.0,0.0,01-AUG-2019
160703,FUTSTK,MUTHOOTFIN,29-Aug-2019,0.0,XX,607.65,616.8,605.2,613.55,613.55,1401.0,12845.22,2451000.0,-163500.0,01-AUG-2019
160704,FUTSTK,MUTHOOTFIN,26-Sep-2019,0.0,XX,613.35,614.5,607.3,607.3,616.5,6.0,55.04,28500.0,3000.0,01-AUG-2019
160705,FUTSTK,MUTHOOTFIN,31-Oct-2019,0.0,XX,0.0,0.0,0.0,605.95,620.4,0.0,0.0,0.0,0.0,01-AUG-2019
160706,FUTSTK,NATIONALUM,29-Aug-2019,0.0,XX,44.95,44.95,43.85,44.25,44.25,976.0,4322.96,30980000.0,750000.0,01-AUG-2019
160707,FUTSTK,NATIONALUM,26-Sep-2019,0.0,XX,44.25,44.45,43.45,43.8,43.8,118.0,517.62,5600000.0,460000.0,01-AUG-2019
160708,FUTSTK,NATIONALUM,31-Oct-2019,0.0,XX,43.9,44.2,43.9,44.2,44.2,4.0,17.62,100000.0,20000.0,01-AUG-2019
160709,FUTSTK,NBCC,29-Aug-2019,0.0,XX,42.3,44.9,42.1,43.95,43.95,1963.0,7338.99,34637500.0,680000.0,01-AUG-2019
160710,FUTSTK,NBCC,26-Sep-2019,0.0,XX,42.0,44.4,42.0,43.65,43.65,68.0,253.03,2575500.0,25500.0,01-AUG-2019
160711,FUTSTK,NBCC,31-Oct-2019,0.0,XX,0.0,0.0,0.0,43.05,44.65,0.0,0.0,42500.0,0.0,01-AUG-2019
160712,FUTSTK,NCC,29-Aug-2019,0.0,XX,71.15,72.75,68.75,70.35,70.35,1932.0,10918.67,38592000.0,-80000.0,01-AUG-2019
160713,FUTSTK,NCC,26-Sep-2019,0.0,XX,72.5,72.9,70.0,70.5,70.5,48.0,273.4,960000.0,88000.0,01-AUG-2019
160714,FUTSTK,NCC,31-Oct-2019,0.0,XX,70.6,71.15,70.6,70.9,70.9,2.0,11.34,8000.0,0.0,01-AUG-2019
160715,FUTSTK,NESTLEIND,29-Aug-2019,0.0,XX,11670.15,11670.15,11451.0,11593.0,11593.0,921.0,5314.72,346450.0,2100.0,01-AUG-2019
160716,FUTSTK,NESTLEIND,26-Sep-2019,0.0,XX,0.0,0.0,0.0,11753.25,11663.7,0.0,0.0,550.0,0.0,01-AUG-2019
160717,FUTSTK,NESTLEIND,31-Oct-2019,0.0,XX,0.0,0.0,0.0,11702.1,11737.3,0.0,0.0,0.0,0.0,01-AUG-2019
160718,FUTSTK,NIITTECH,29-Aug-2019,0.0,XX,1203.45,1211.65,1191.1,1203.75,1203.75,752.0,6783.4,1101750.0,-62250.0,01-AUG-2019
160719,FUTSTK,NIITTECH,26-Sep-2019,0.0,XX,0.0,0.0,0.0,1201.0,1214.9,0.0,0.0,43500.0,0.0,01-AUG-2019
160720,FUTSTK,NIITTECH,31-Oct-2019,0.0,XX,0.0,0.0,0.0,1357.75,1222.55,0.0,0.0,0.0,0.0,01-AUG-2019
160721,FUTSTK,NMDC,29-Aug-2019,0.0,XX,108.6,110.5,107.65,109.1,109.1,1332.0,8693.1,26760000.0,-318000.0,01-AUG-2019
160722,FUTSTK,NMDC,26-Sep-2019,0.0,XX,109.6,110.6,108.4,108.95,109.75,16.0,104.71,246000.0,-6000.0,01-AUG-2019
160723,FUTSTK,NMDC,31-Oct-2019,0.0,XX,0.0,0.0,0.0,110.0,110.45,0.0,0.0,12000.0,0.0,01-AUG-2019
160724,FUTSTK,NTPC,29-Aug-2019,0.0,XX,124.15,125.6,123.35,125.1,125.1,2279.0,13639.32,80923200.0,-1396800.0,01-AUG-2019
160725,FUTSTK,NTPC,26-Sep-2019,0.0,XX,124.95,126.0,124.6,125.7,125.7,39.0,234.62,883200.0,9600.0,01-AUG-2019
160726,FUTSTK,NTPC,31-Oct-2019,0.0,XX,0.0,0.0,0.0,132.1,128.9,0.0,0.0,0.0,0.0,01-AUG-2019
160727,FUTSTK,OFSS,29-Aug-2019,0.0,XX,3350.75,3361.7,3251.65,3278.95,3278.95,254.0,1252.78,211200.0,-7950.0,01-AUG-2019
